Username,comment,sentimen,label_int,skor,alasan
Harris x honor of kings,"anda dikomen mengetik disogok ya
kalau saya jawab ya anda puas hanya dengan pertanyaan lalu tidur. maka dari itu bertanya lah dengan pertanyaan bukan puas dengan jawaban hox omon omon doang saya bicara juga pakai logika saya gak peduli saya mau dibuat
yang penting ilmu dari buku bukan dari Google sekolah tiktok makan mentah hox apa jangan jangan besok ahir zaman tuhan tidak dipercaya",negative,0,-2.0,"neg=['disogok', 'peduli(neg)'] pos=[] emoji=0.0"
أميرة يمنية 🌷.,itu asli,neutral,1,0.0,(tidak ada sinyal sentimen)
agussunsugiharto,fitnah lebih kejam dari pembunuhan,negative,0,-2.0,"neg=['fitnah', 'kejam'] pos=[] emoji=0.0"
wong pelembang,sembarangan aj bilng guru beban negara saya ank seorng guru buu,negative,0,-4.0,"neg=['sembarangan', 'beban', '[beban negara]'] pos=[] emoji=0.0"
Ninja hitam,di banyar berapa bang 150 juta ya enak tuh,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
FRAP,inilah org2 yg gak pernah liat hasil AI. AI itu mampu sinkronkan perkataan dan mulut org,neutral,1,0.0,(tidak ada sinyal sentimen)
"DEWA,O👑",dulu pahlawan rela bercucuran darah demi kita bisa sekolah,positive,2,2.0,neg=[] pos=['pahlawan'] emoji=0.0
arman,bru gaji DPR yg di naikan itu apa 🤣🤣🤣,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
ANGLER VERSUS,cair 150 juta,negative,0,-1.0,neg=['cair'] pos=[] emoji=0.0
Agak Laen,"""APAKAH SEMUANYA HARUS KEUANGAN NEGARA ?"", itu kalimat yg menyakitkan di saat para DPR senang"" dgn gaji ratusan juta dari keuangan negara yg isinya dari hasil pajak rakyat",negative,0,-1.0,neg=['menyakitkan'] pos=[] emoji=0.0
yantosulis483,Bu Mentri kok kayak gini omonganny tolong di bu,neutral,1,0.0,(tidak ada sinyal sentimen)
Anak Betuah,"nunggu partisipasi masyarakat,sedangan uang komite 20 ribu aja ribut",neutral,1,0.0,(tidak ada sinyal sentimen)
Cahaya emas,Lah video asli itu yg malah AI... liat aja micnya ilang2,neutral,1,0.0,(tidak ada sinyal sentimen)
Mamae GIVAN,"itu pake Al.. perhatikan gerak mulutnya saat mengatakan "" banyak di media sosial dan seterusnya... gerakan mulut gak sinkron",neutral,1,0.0,(tidak ada sinyal sentimen)
c,"klo org yg paham, sama aja maksd dri isi pidato beliau. ""apakah semua harus dari keuangan negara?"" lah trs???😅😅😅soal gaji DPR ada gak klimat ""apakah smua harus dri keuangan negara?""😂😂😂",negative,0,-2.5,neg=['[sama saja]'] pos=[] emoji=-3.0
Nyoman sastradi,"hanya srimuliani bisa yang bisa menyelamatkan rakyat indo pada waktu korona ,,,,,semoga ibu jadi presiden",positive,2,1.0,neg=[] pos=['semoga'] emoji=0.0
Roti Seken,Jerome Poline?,neutral,1,0.0,(tidak ada sinyal sentimen)
ilhamjabil,Wajib hargai guru Dan naikkan gaji mereka.. Sepatutnya 6juta basic macam Malaysia. Guru yg mendidik ank bangsa yg bakal tadbir negara,positive,2,4.0,"neg=[] pos=['hargai', 'mendidik', '[hargai guru]'] emoji=0.0"
KonokonoSung,kas kosong tinggal naekin pajak... bereskan... 🤪,neutral,1,0.0,(tidak ada sinyal sentimen)
Iwan Iwan,harus diusut..itu yg bikin gadu,neutral,1,0.0,(tidak ada sinyal sentimen)
feri cipto,setelah sampe tunjangan kinerja td. hrsnya jeda ditambahin guru beban negara. dilanjut banyak dimedia sosial dstnya,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
yurismanimam,Latar belakang sama mic nya beda🤣🤣🤣🤣🤣 itu vidio susulan,negative,0,-1.25,neg=[] pos=[] emoji=-2.5
T Giad,"memang dari dulu bukan bu sri mulyani yg ngomong
sekarang baru tau ya😂",negative,0,-0.25,neg=[] pos=[] emoji=-0.5
sukat tandika,ini lah pemantik dari keributan 25 8,neutral,1,0.0,(tidak ada sinyal sentimen)
ADI26,tetap pjk mu di naikin,neutral,1,0.0,(tidak ada sinyal sentimen)
gitatenda212,"rakyat ,dan prabowo kan menyesal menkeu terbaik mlh d resufe,dan kita lihat saja penggantinya sdh berulah",positive,2,4.0,"neg=[] pos=['terbaik', '[menkeu terbaik]'] emoji=0.0"
Patmawati Ahmad,"guru yang baik adalah diri sendiri,kalo kita mau belajar dengan giat rajin pasti berhasil...",positive,2,1.0,neg=[] pos=['baik'] emoji=0.0
UdWahyu_,smg sgt2 y mbak sri,neutral,1,0.0,(tidak ada sinyal sentimen)
LHEBDMENJULANG 💰💰💰💰💰💰💰,kangen sama ibu sayang,positive,2,2.0,"neg=[] pos=['kangen', 'sayang'] emoji=0.0"
aminkhoirul29,ujungnya utang,neutral,1,0.0,(tidak ada sinyal sentimen)
𝘿𝙋𝙍 𝙆𝙊𝙍𝙐𝙋𝙎𝙄,INI ASLI YA AI GAK GITU TAMPILANNYA,neutral,1,0.0,(tidak ada sinyal sentimen)
kamandaka,"banyak komen yg debat Soal Al ... klu SDH mundur ya udah , kok pada debat & ribut 👈👈👈.. & ngaku ngaku pinter juga banyak yg ditololin ...rusak rusak moralnya semua 👈👈.",negative,0,-1.0,"neg=['rusak', 'rusak'] pos=['pinter'] emoji=0.0"
WOAFR,"tunggu aja untuk brpa saat, masyarakat akan bnyak memuji ibuk srimulyani.",neutral,1,0.0,(tidak ada sinyal sentimen)
Kriswanto S.Si,ini org yg bikin koneten inu penjahat bnr,negative,0,-1.0,neg=['penjahat'] pos=[] emoji=0.0
sugiyantotrisno,inilah jahat tehnologi yang disalahgunakan sehingga bisa menimbulkan fitnah ....,negative,0,-2.0,"neg=['jahat', 'fitnah'] pos=[] emoji=0.0"
rosmia530,sri,neutral,1,0.0,(tidak ada sinyal sentimen)
rosmia530,kamu jadi mentri itu jasa guru aekarang udah kepetik hasil nya ari muliyani d peucat peraiden,positive,2,1.0,neg=[] pos=['[jasa guru]'] emoji=0.0
Konsultan Hukum,"logika terbalik yg palsu kluar duluan videox,br aslix.nyambungkah logika ini.",negative,0,-1.0,neg=['palsu'] pos=[] emoji=0.0
Darti Ati278,kasian juga,positive,2,1.0,neg=[] pos=['kasian'] emoji=0.0
ketua,sri muliani gk mungkin bisa nyampai jadi mentri klo inga karna guru.,neutral,1,0.0,(tidak ada sinyal sentimen)
xyz,siapa bilang itu hoaks... itu asli perkataan srimulyani.. lucu juga yg mau klarifikasi tapi video berbeda... 🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Ahmad pangestu,dya pinter dr bayi.,positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
anna2709,yg mengedit nya.harus d Tanggkap,neutral,1,0.0,(tidak ada sinyal sentimen)
Sony Akatsuki,au ah,neutral,1,0.0,(tidak ada sinyal sentimen)
tolong,di lapor ke aja akun nya,neutral,1,0.0,(tidak ada sinyal sentimen)
tolong,di bayar berapa oyyyy,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
lena kawa2,guru itu mencerdaskan bangsa,positive,2,1.0,neg=[] pos=['mencerdaskan'] emoji=0.0
Didi,betul emang rakyat hanyalah guru???,neutral,1,0.0,(tidak ada sinyal sentimen)
Putra_y05,"Ai yg mana sih ,,egak ada editan loh , dahlah walaupun alasannya pokoknya di tetep naikin pajak rakyat",neutral,1,0.0,(tidak ada sinyal sentimen)
endang astuti323,tarikan senyum beda..krn bentuk biburnya bu sri ada ciri tersendiri,neutral,1,0.0,(tidak ada sinyal sentimen)
★彡[𝕎Ģ]彡★,semua asli,neutral,1,0.0,(tidak ada sinyal sentimen)
Kakek ke 3,teknologi canggih serba bisa di edit 🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Eric Painter 86,"kata""inilah yang menyinggung Hati guru seluruh Indonesia",negative,0,-1.0,neg=['menyinggung'] pos=[] emoji=0.0
AsssHad,i❤️you Bu Sri Mulyani jangan pernah berhenti & lelah mencintai Indonesia 🇲🇨 ya Bu 🙏🌹,positive,2,1.5,neg=[] pos=[] emoji=3.0
Olla🇮🇩,aku sekolah swasta aja ahh,neutral,1,0.0,(tidak ada sinyal sentimen)
Elly Yuanita (Azka OLShop),dr visual aja udh kelitan kalo itu AI.resolusi gambar antara back ground dn objek aslinya gk singkron.coba deh kalian bikin vidio dg kualitas HD dn AI pasti hasilnya beda.,neutral,1,0.0,(tidak ada sinyal sentimen)
𝗖𝗘𝗧𝗘𝗖𝗘𝗧🫧💜,"Mulanya aja beda, please jaman sekarang jangan mudah percay🥺",positive,2,0.5,neg=[] pos=[] emoji=1.0
BALBADOS,"dr mulut sri mulyani udah gak sama. yg ngomong beban negara.. 😂😂
pinter plinternya.",negative,0,-2.5,"neg=['beban', '[beban negara]'] pos=['pinter'] emoji=-1.0"
annacipret,kasian itu padahal editan,positive,2,1.0,neg=[] pos=['kasian'] emoji=0.0
Bewok,kamu bisa finter darimana jangan mrndahkan guru,neutral,1,0.0,(tidak ada sinyal sentimen)
pandi apriansah,"apakah semua nya harus keuangan negara???atau ada partisipasi dari masarakat, maksud nya gimana?? apa harus masarakat yg gaji guru,yg jd pertanyaan masarakat jg kata kata ini,bukan yg di edit",neutral,1,0.0,(tidak ada sinyal sentimen)
👰ℱℯ𝓁𝒾𝒸𝒾𝒶 ℬℯ𝒶𝓊𝓉𝓎♥️,terus kamu pinter karena siapa ??,positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
Mamath Wina,"ibu bisa membaca dari siapa
dari guru bu kalau ga ada guru ibu gk bisa baca",neutral,1,0.0,(tidak ada sinyal sentimen)
Novi,"ada partisipasi rakyat, kalau masuk sekolah swasta bayaran kok😂",negative,0,-0.25,neg=[] pos=[] emoji=-0.5
DS,"kita harus cerdas dalam menyikapi pemberitaan yang belum jelas kebenarannya,hati2 terhadap Hoax!",positive,2,1.0,neg=['bohong'] pos=['cerdas'] emoji=0.0
nasi campur,guru aja bisa kegocek AI gmn murid nya 😭,neutral,1,0.0,(tidak ada sinyal sentimen)
WDD TUBA LAMPUNG,"Ibu Sri Mulyani tidak bilang guru itu beban negara,tapi yg bilang beban negara hasil AI",negative,0,-4.0,"neg=['beban', 'beban', '[beban negara]'] pos=[] emoji=0.0"
Wong Jambi,kasian ibu sri.. vidio nya kena edit.. beliau bekerja berdasarkan perintah atasan.. menghitung ini itu.. sampe di akui oleh bank dunia pemikiran beliau,positive,2,1.0,neg=[] pos=['kasian'] emoji=0.0
Sugeng 2368,makanya saya kemarin sudah bilang di tiktok banyak brita yg di potong2 karena bu Srimulyani orang pinter ngk mungkin bicara guru beban negara karena kemaren di tiktok yg di edit hy guru beban negara tangkap yg eidet kemarin,negative,0,-3.0,"neg=['beban', 'beban', '[beban negara]'] pos=['pinter'] emoji=0.0"
aina.rec,mcm x tepat je. emangnya ada kesinambungan dr Guru itu beban negara? video sbnr tiada ayat gitu pun,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Jamaica,Ini perlu ditindak lanjuti...,neutral,1,0.0,(tidak ada sinyal sentimen)
cemuel30,dapet brapa juta tuh,negative,0,-4.0,"neg=['[berapa juta]', '[dapat berapa]'] pos=[] emoji=0.0"
Mama Salwa👪,biar PDA ga jadi demo ia 😁,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Sang Pelopor Medan,gaji DPR 3juta perhari...?,neutral,1,0.0,(tidak ada sinyal sentimen)
A,iyalah berat bagi negara buat gaji guru karena uangnya buat ego pemerintah,neutral,1,0.0,(tidak ada sinyal sentimen)
dr. Genta Prabu Wasesa,AI yang disalahin,neutral,1,0.0,(tidak ada sinyal sentimen)
kotrex,tapi aselinya tetep sama artinya,negative,0,-1.0,neg=['[tetep sama]'] pos=[] emoji=0.0
bastrad,itu yg bicara pernah belajar ga sama guru,neutral,1,0.0,(tidak ada sinyal sentimen)
Shine,"boleh gk sya di undang , hanya untuk menyampaikan beberapa hal.dengam beliau",neutral,1,0.0,(tidak ada sinyal sentimen)
Irvan Nur,sama aja bu(MAKNA DALAM KALIMATNYA SAMA AJA) 😁😁😁,negative,0,-1.75,neg=['[sama saja]'] pos=[] emoji=-1.5
mitra vis 1,dia tidak update guru biar modern biar negara banyak mekanik. justru uang di korupsi dibagi bagi,negative,0,-2.0,neg=['korupsi'] pos=[] emoji=0.0
Bubub🐱,Caiiiiirrrrrr buzzer pemerintah ini ahh,negative,0,-1.0,neg=['buzzer'] pos=[] emoji=0.0
Dioherr Store,Video yang klarifikasi itu video potongan sebelumnya 🤣.. Nah yang tersebar yang lanjutan ya,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Muhammad Pahday,"sama aja klw anda pun bilang gitu,,,",negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
️,"Maaf ya bu kemaren saya sempat hujat🙏🥰tapi tetep aja untuk DPR gaji nya di turun kan minimal 15 juta perbulan,masa iya gaji DPR 50 juta perbulan🥰",positive,2,1.5,neg=[] pos=[] emoji=3.0
Blackhole,"Tapi sama juga artinya, hnya saja secara halus",neutral,1,0.0,(tidak ada sinyal sentimen)
🌹,yang menjadi beban negara itu justru para pejabat yg banyak makan uang rakyat,negative,0,-5.0,"neg=['beban', '[beban negara]', '[makan uang rakyat]'] pos=[] emoji=0.0"
s.twentytwo🪷,masa lagi lagi masyarakat,neutral,1,0.0,(tidak ada sinyal sentimen)
abibb,hehh ponakan ku aja yg masi sd tau mana AI mana bukan,neutral,1,0.0,(tidak ada sinyal sentimen)
bearbrend,keuangan negara juga ada pajak dari rakyat🗿,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
sambel terong,tetap aja salah😅😅😂,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Ilza Nadine,mimin kek ga paham kata2 ibu mentri.,neutral,1,0.0,(tidak ada sinyal sentimen)
Noriko,ya artinya gituu,neutral,1,0.0,(tidak ada sinyal sentimen)
Ian,pengalihan isu,neutral,1,0.0,(tidak ada sinyal sentimen)
pp ramadhan,kok...,neutral,1,0.0,(tidak ada sinyal sentimen)
JEJAK ENERGI MISTIS,"hnya beda kalimat tpi maknanya sama, y gak?? klau pham bhsa Indonesia psti jwabnya y iya donk....",negative,0,-2.0,"neg=['[maknanya sama]', '[beda kalimat]'] pos=[] emoji=0.0"
putra wiralodra2,sama aja,negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
𝐙𝐄𝐈𝐍𝐍𝐍𝐍𝐍𝐍🍼,AI😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
melepasenja,Buk bukannya masyarakat udh ikut berpartisipasi ya melalui pajak? Gaji aja di potong pajak bu aelahhh,neutral,1,0.0,(tidak ada sinyal sentimen)
alfin120³05,trus harus masyarakat yang juga yang harus kasih gaji guru?,neutral,1,0.0,(tidak ada sinyal sentimen)
wood,"matane jadi tanggung jawab rkayat buat gaji guru,itu kan tugas negara ,",neutral,1,0.0,(tidak ada sinyal sentimen)
A-hay🦟,naikin gaji guru dulu baru percaya itu AI,positive,2,2.0,neg=[] pos=['[naikin gaji guru]'] emoji=0.0
Pamzsafuan,maknanya sama aja✌️,negative,0,-2.0,"neg=['[sama saja]', '[maknanya sama]'] pos=[] emoji=0.0"
Boy Ser,sri mulyono,neutral,1,0.0,(tidak ada sinyal sentimen)
IrvanArdiansyah,Ga tau yg bner yg mana,neutral,1,0.0,(tidak ada sinyal sentimen)
Rahayu Ayu72616,"kurangi gaji dan tunjangan anggota dewan dan para menteri,,jadi gaji guru bisa satara dan sejahtera",positive,2,1.0,neg=[] pos=['sejahtera'] emoji=0.0
Lisda Tanjung🇮🇩,SETELAH BBRP HARI OMONGANNYA VIRAL...BARU KLARIFIKASI...😂😂😂😂 TELAAT KAHH...,negative,0,-1.0,neg=[] pos=[] emoji=-2.0
agusiswahyudi01,lha sudah bayar pajak itu apa tidak dianggap sebagai partiaipasi masyarakat?,neutral,1,0.0,(tidak ada sinyal sentimen)
biru,Real,neutral,1,0.0,(tidak ada sinyal sentimen)
nggak tauuu🗿🗿,kalau beban kenapa kita bisa membaca tulis dan kenapa cita cita Kita terwujud dan kenapa dia terwujud cita citanya??,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
NTAH,mau ai atau asli aku menganggap nya asli soalnya prilaku dia ± kek gitu jadi susah ngebedainnya,neutral,1,0.0,(tidak ada sinyal sentimen)
•_-,"Tp dia Menyebutkan Pajak dan zakat itu sama, tetep ajh dia salah",neutral,1,0.0,(tidak ada sinyal sentimen)
zoooel,"yg dia bilang ""guru itu"", bukan 'guru ini """,neutral,1,0.0,(tidak ada sinyal sentimen)
Om Yohanes sang pembela,seharusnya ada partisipasi dari masyarakat jangan pemerintah teruss yang gajih guru dan dosen,neutral,1,0.0,(tidak ada sinyal sentimen)
enambelas,alahh🗿🗿🗿,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
faik,kalo gak ada guru kita bakal bodoh,negative,0,-2.0,neg=['bodoh'] pos=[] emoji=0.0
radit always selalu ada,itu yang pertama ai bukan si,neutral,1,0.0,(tidak ada sinyal sentimen)
sylonaa,ibu gabakal jadi orang klo ga di didik guru😹😹,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
putra,padahal yang ngajar baca dia guru🤣🤣,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
🫩,"reflek bilang ""bapakmu beban""",negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
pp pink,karena kamu kementerian uang kan pernah sekolah kan nggak mungkin kau nggak sekolah karena kau bisa jadi begitu orang bisa jadi begitu asalkan dia sekolah orang punya cita-cita,neutral,1,0.0,(tidak ada sinyal sentimen)
faathir🌾,betul 😭😭 itu adalah video ai,neutral,1,0.0,(tidak ada sinyal sentimen)
Hasanahazis pelangi 🌈,Terimakasih kasih ibuk terbaik selama beberapa dekade Indonesia,positive,2,3.0,"neg=[] pos=['terimakasih', 'terbaik'] emoji=0.0"
Ari Hariyana,"tantangan keuangan negara katanya apakah harus ada partisipasi dari masyarakat atau semuanya uang negara 🤣, benar"" pidato sangat membebani rakyat, udah bayar pajak harus ada partisipasi lagi buat bayar guru 😂😂",negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Mang Asep | Tukang Layangan,"fitnah akhir zaman ya. susah sekali bedakan benar dan salah. udah dijelasin aja, masih banyak yg ga paham. Apalagi yang belum terima klarifikasinya.",negative,0,-1.0,neg=['fitnah'] pos=[] emoji=0.0
PP biru 🩵✅🇵🇸,haha,neutral,1,0.0,(tidak ada sinyal sentimen)
Ateng Kosasih,preeeett,neutral,1,0.0,(tidak ada sinyal sentimen)
Masputu83,A.i deepfake itu,neutral,1,0.0,(tidak ada sinyal sentimen)
Yohanes,di bayar berapa lu,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
bang bro,asli itu,neutral,1,0.0,(tidak ada sinyal sentimen)
아킬라 🎀,di bayar berapa,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Deadzy,kejamnya fitnah,negative,0,-1.0,neg=['fitnah'] pos=[] emoji=0.0
AsliPutraSolo,AllohuAlam,neutral,1,0.0,(tidak ada sinyal sentimen)
da'a raker,harusnya gaji guru dibebankan pada negara...,neutral,1,0.0,(tidak ada sinyal sentimen)
edo,saya yakin di edit.. Tuhan pasti tunjukan dan angjat derajat orang yg benar,neutral,1,0.0,(tidak ada sinyal sentimen)
ediali,"kamu sekolah siapa yang mengajar,tampa guru kamu tidak bisa jadi mentri.",neutral,1,0.0,(tidak ada sinyal sentimen)
Yosef Tarap,"kau pintar pun Karn guru,hanya karena kau sdh sukses jadi sombong",positive,2,1.0,"neg=['sombong'] pos=['pintar', 'sukses'] emoji=0.0"
An-Noor,usut tuntas yg bikin Hoak hoak itu Bun....,neutral,1,0.0,(tidak ada sinyal sentimen)
lee,"hahaha kocak, guru adalah negara yg menciptakan generasi muda penerus2 bangsa., maka sudah jelas guru adalah tanggung jawab sepenuhnya keuangan negara dan kita adalah negara kuat yg tidak perlu partisipasi masyarakat apalagi untuk para guru yg sangat berjasa bagi kita semua yg lahir dari guru2 kita maka km sebagai negara sepantasnya untuk memikirkan kesejahteraan guru dengan menaikan gaji guru.",positive,2,4.0,"neg=[] pos=['berjasa', '[naikan gaji guru]'] emoji=0.0"
user8402067460359,"kata ""guru beban negara"" itulah yg tidak enak di telinga guru.Apalagi bagi pensiunan guru yg purna bakti yg kembang kempis mempertahankan hidupnya.",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
user8402067460359,"Kalau guru beban negara, tak usah ada guru.",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
N Nuryati,Guru Honor d kp Bu gaji ny 300 rb atau 500 rb tapi dia hapy karena sesuai dg Pendidikan,neutral,1,0.0,(tidak ada sinyal sentimen)
gold melon,"orang pinter ngomong tanpa logika?
guru seharusnya digaji lebih besar",positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
Din dores,keceplosan ya Bu....?,neutral,1,0.0,(tidak ada sinyal sentimen)
Sekar ing Jagad,petikan video pertama memang jelas terlihat Ai,neutral,1,0.0,(tidak ada sinyal sentimen)
Helen Zoldyck,"video bu sri mulyani AI dibilang asli,video nenek2 jilbab pink yg ngatain presiden yg mana asli malah dibilang Ai wkwkwk kocak sekali",neutral,1,0.0,(tidak ada sinyal sentimen)
eti_l,"Vidio yg di edit. sehingga terjadipenggrudukan.. betapa berdosa org yg telah memfitnah & mengedit. kata"" para pejabat",negative,0,-1.0,neg=['memfitnah'] pos=[] emoji=0.0
em heri,kykny bener dia agen CIA,neutral,1,0.0,(tidak ada sinyal sentimen)
Rayy🚀,Ya begitu manusia. beribu kebaikan kalah sama 1 kesalahan pedahal ibu sri mulyani sudah berusaha untuk indonesia.,neutral,1,0.0,(tidak ada sinyal sentimen)
Cacing Cs,cerdas lah dalam mencerna makanan,positive,2,2.0,neg=[] pos=['cerdas'] emoji=0.0
CIKNITGROSIR,hati hati dengan AI gaes..semua bisa dibuat oleh AI..,neutral,1,0.0,(tidak ada sinyal sentimen)
Chabib Mustofa,tangkap yang membuat editan tidak benar 🙏,positive,2,0.5,neg=[] pos=[] emoji=1.0
Icheeennn,"Makanya jangan mudah terpancing kalau ada berita bapak ibuk, supaya ga nyesal kemudian. Hati hati dalam bertindak dan bersikap. Hati hati sama Sosmed sekarang!",neutral,1,0.0,(tidak ada sinyal sentimen)
Triastika Yogipratiwi,jago motong nya,neutral,1,0.0,(tidak ada sinyal sentimen)
ilal🇮🇩🥰🇲🇾,yg ngedit di cari,neutral,1,0.0,(tidak ada sinyal sentimen)
AKU PADAMU,"andai tdk mau menghargai guru, setidaknya jgn menganggap beban negara lah...
yg mengajari ilmu itu guru.. faham guru gk sih.. apa dia dulu lahir langsung pintar tanpa belajar dgn guru...🤦🤦",positive,2,3.0,"neg=['menghargai(neg)', '[beban negara]'] pos=['beban(neg)', 'pintar', '[menghargai guru]', '[hargai guru]'] emoji=0.0"
ribut yu,dari kedipannya aj udh beda bgt manusia sm AI,neutral,1,0.0,(tidak ada sinyal sentimen)
masnunah,opo2,neutral,1,0.0,(tidak ada sinyal sentimen)
rajatenggara,"putri Indonesia mutiara terbaik telah pergi mohon maaf 🙏🙏🙏 ibu srimulyani
moga sehat selalu",positive,2,9.5,"neg=[] pos=['mutiara', 'terbaik', 'moga', 'sehat', '[sehat selalu]'] emoji=3.0"
ロニ・ディヨ・ジャカデワ,posisi pengambilan kedua video dari tempat yang berbeda...🤔,neutral,1,0.0,(tidak ada sinyal sentimen)
Gemaladewi,pejabat itu beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
necaa,"ini hoax, guru bukan beban.
Guru adalah pilar utama pendidikan dan punya peran penting dalam mencerdaskan generasi bangsa. ini berita yg tak benar!!",positive,2,1.0,"neg=['bohong'] pos=['beban(neg)', 'mencerdaskan'] emoji=0.0"
w@hyu,harus nya DPR yang beban rakyat,negative,0,-3.0,"neg=['beban', '[beban rakyat]'] pos=[] emoji=0.0"
